id,performance_tier,special_case,ViralScore,predicted_high,actual_viral,result
HW0249,低表现,常规样本,8.251503006012024,False,False,TN
HW0259,低表现,常规样本,7.454909819639279,False,False,TN
HW0117,低表现,常规样本,7.4448897795591185,False,False,TN
HW0036,低表现,常规样本,7.289579158316633,False,False,TN
HW0102,低表现,常规样本,6.317635270541082,False,False,TN
HW0328,低表现,常规样本,6.292585170340681,False,False,TN
HW0193,低表现,常规样本,5.355711422845691,False,False,TN
HW0029,低表现,常规样本,4.859719438877756,False,False,TN
HW0033,低表现,常规样本,4.8146292585170345,False,False,TN
HW0268,低表现,常规样本,4.804609218436874,False,False,TN
HW0435,低表现,常规样本,4.759519038076153,False,False,TN
HW0010,低表现,常规样本,4.594188376753507,False,False,TN
HW0007,低表现,常规样本,4.5290581162324655,False,False,TN
HW0171,低表现,常规样本,3.9979959919839683,False,False,TN
HW0312,低表现,常规样本,3.817635270541082,False,False,TN
HW0356,低表现,常规样本,3.647294589178357,False,False,TN
HW0179,低表现,常规样本,2.9108216432865732,False,False,TN
HW0369,低表现,常规样本,2.8306613226452906,False,False,TN
HW0068,低表现,常规样本,2.650300601202405,False,False,TN
HW0348,低表现,常规样本,2.4599198396793587,False,False,TN
HW0141,低表现,常规样本,1.7585170340681362,False,False,TN
