id,performance_tier,special_case,age_days,engagement,engagement_rate,favorite_like_ratio,velocity
HW0319,低表现,大账号低表现,26,694,0.007414926011004862,0.20140105078809106,25.703703703703702
HW0320,中高表现,常规样本,232,13191,0.05258479103216239,0.1787719616011592,56.6137339055794
HW0321,普通,常规样本,206,7302,0.029108797219077383,0.2790202342917998,35.27536231884058
HW0322,低表现,常规样本,14,46,0.018018018018018018,0.022222222222222223,3.066666666666667
HW0323,中高表现,常规样本,17,3942,0.26123260437375745,0.23425692695214106,219.0
HW0324,中高表现,常规样本,354,3868,0.11562836302762167,0.14656716417910448,10.895774647887324
HW0325,普通,常规样本,50,32,0.0252167060677699,0.18518518518518517,0.6274509803921569
HW0326,普通,常规样本,354,568,0.08718342287029932,0.3222748815165877,1.6
HW0327,爆款,常规样本,321,11696,0.349635298337917,0.2606412080096291,36.32298136645963
HW0328,低表现,常规样本,171,28,0.002944888514934792,0.07692307692307693,0.16279069767441862
HW0329,普通,常规样本,16,1293,0.8874399450926561,0.08639863130881095,76.05882352941177
HW0330,普通,常规样本,6,625,0.01903688587006183,0.1534195933456562,89.28571428571429
HW0331,低表现,常规样本,122,277,0.008887035195226026,0.21585903083700442,2.252032520325203
HW0332,超级爆款,常规样本,5,88050,2.681916481374311,0.4480073986884143,14675.0
HW0333,爆款,常规样本,7,5808,0.891481197237145,0.20364169108413563,726.0
HW0334,中高表现,常规样本,47,1029,0.32949087415946204,0.3220338983050847,21.4375
HW0335,中高表现,常规样本,3,3263,0.15557356727376753,0.3709059974478945,815.75
HW0336,低表现,常规样本,6,168,0.0006691974012834251,0.01818181818181818,24.0
HW0337,普通,常规样本,5,7911,0.03047157565509458,0.29533333333333334,1318.5
HW0338,普通,常规样本,249,251,0.07050561797752809,0.3105263157894737,1.004
HW0339,爆款,常规样本,15,36182,0.16811322157380218,0.28470122390208785,2261.375
HW0340,普通,常规样本,347,4582,0.02317266212518902,0.0966958211856171,13.166666666666666
HW0341,爆款,常规样本,355,34447,0.1372133504881556,0.28085235689596233,96.76123595505618
HW0342,普通,常规样本,68,450,0.19043588658484978,0.26495726495726496,6.521739130434782
HW0343,普通,常规样本,243,529,0.04525235243798118,0.17420814479638008,2.168032786885246
HW0344,中高表现,常规样本,68,33318,0.1794551389083388,0.4767369451116449,482.8695652173913
HW0345,普通,常规样本,7,3262,0.04905189395648186,0.2777996070726916,407.75
HW0346,中高表现,常规样本,53,1971,1.8700189753320684,0.4326710816777042,36.5
HW0347,爆款,常规样本,240,4507,1.3674150485436893,0.526944065484311,18.70124481327801
HW0348,低表现,常规样本,22,5,0.0014044943820224719,0.0,0.21739130434782608
HW0349,普通,常规样本,117,6976,0.04711412478219173,0.28084868788386375,59.11864406779661
HW0350,中高表现,常规样本,143,8794,0.2778954021172381,0.39952076677316295,61.06944444444444
HW0351,普通,常规样本,317,1856,0.01983011913029542,0.19130998702983137,5.836477987421383
HW0352,普通,常规样本,7,161,0.03622862286228623,0.16058394160583941,20.125
HW0353,低表现,常规样本,306,15,0.035545023696682464,0.15384615384615385,0.048859934853420196
HW0354,低表现,常规样本,15,1040,0.004354251885097991,0.035,65.0
HW0355,普通,常规样本,2,512,0.005354696340608887,0.23114355231143552,170.66666666666666
HW0356,低表现,常规样本,59,11,0.00253690036900369,0.0,0.18333333333333332
HW0357,爆款,常规样本,225,4628,0.3564936065321214,0.5236815586160565,20.47787610619469
HW0358,普通,常规样本,34,807,0.2079896907216495,0.15217391304347827,23.057142857142857
HW0359,爆款,常规样本,297,10147,3.9102119460500964,0.4143222506393862,34.0503355704698
HW0360,普通,常规样本,347,401,0.017526223776223777,0.08108108108108109,1.1522988505747127
HW0361,低表现,常规样本,190,114,0.026912181303116147,0.2391304347826087,0.5968586387434555
HW0362,低表现,常规样本,292,82,0.012381096179978861,0.22388059701492538,0.27986348122866894
HW0363,爆款,常规样本,271,52873,2.0011733091101775,0.41965421142346926,194.3860294117647
HW0364,普通,常规样本,13,277,0.017910254752360015,0.12396694214876033,19.785714285714285
HW0365,超级爆款,常规样本,78,10693,4.4890848026868175,0.41882067851373184,135.35443037974684
HW0366,中高表现,常规样本,118,7314,0.07782175689479061,0.4793877551020408,61.46218487394958
HW0367,普通,常规样本,1,80,0.047365304914150384,0.3333333333333333,40.0
HW0368,低表现,常规样本,247,118,0.006990935481959832,0.26881720430107525,0.47580645161290325
HW0369,低表现,常规样本,34,7,0.0018041237113402063,0.0,0.2
HW0370,低表现,常规样本,20,28,0.0008401344215074412,0.16666666666666666,1.3333333333333333
HW0371,普通,常规样本,370,802,0.1458712259003274,0.16224188790560473,2.161725067385445
HW0372,普通,常规样本,272,233,0.00736293253278559,0.29444444444444445,0.8534798534798534
HW0373,低表现,常规样本,276,1148,0.00442186434737057,0.145,4.144404332129964
HW0374,爆款,常规样本,130,7085,1.0697569077457345,0.33301707779886147,54.083969465648856
HW0375,普通,常规样本,202,6916,0.027570041299252147,0.3507447864945382,34.06896551724138
HW0376,普通,常规样本,219,1890,0.08342161016949153,0.08376660889659157,8.590909090909092
HW0377,普通,常规样本,24,1991,0.41766310048248373,0.2680077871512005,79.64
HW0378,普通,常规样本,63,2375,1.871552403467297,0.34321550741163054,37.109375
HW0379,普通,常规样本,158,138,0.0752453653217012,0.24324324324324326,0.8679245283018868
HW0380,爆款,常规样本,56,33501,20.414990859232176,0.3301230171576562,587.7368421052631
HW0381,普通,常规样本,88,429,0.10127478753541076,0.32398753894080995,4.820224719101123
HW0382,低表现,常规样本,66,191,0.01265738899933731,0.08,2.8507462686567164
HW0383,低表现,大账号低表现,134,512,0.0023789168494219976,0.024439918533604887,3.7925925925925927
HW0384,普通,常规样本,16,186,0.012326043737574552,0.23648648648648649,10.941176470588236
HW0385,爆款,常规样本,360,110294,0.6409795956320357,0.3487375,305.5235457063712
HW0386,爆款,常规样本,21,15606,0.7399715504978663,0.2051079930632193,709.3636363636364
HW0387,普通,常规样本,255,2876,0.23184199919387344,0.1484593837535014,11.234375
HW0388,超级爆款,小粉丝账号大爆款,321,86955,82.73549000951475,0.44398159765788375,270.04658385093165
HW0389,中高表现,常规样本,44,38525,0.2238133968512171,0.25676666666666664,856.1111111111111
HW0390,中高表现,常规样本,258,2668,0.15806623615143078,0.45,10.301158301158301
HW0391,超级爆款,小粉丝账号大爆款,186,34950,14.672544080604535,0.5205267577002961,186.89839572192514
HW0392,普通,常规样本,318,2245,0.19204448246364414,0.33733493397358943,7.037617554858934
HW0393,普通,常规样本,286,95,0.07486209613869188,0.35714285714285715,0.3310104529616725
HW0394,爆款,常规样本,76,40018,0.6017653869866618,0.22972247655732012,519.7142857142857
HW0395,低表现,常规样本,266,893,0.0034396558033117763,0.0960591133004926,3.344569288389513
HW0396,中高表现,常规样本,339,4103,0.4315313420277661,0.28029104713698194,12.06764705882353
HW0397,普通,常规样本,303,6714,0.025860973195336243,0.1055,22.085526315789473
HW0398,爆款,常规样本,79,131098,0.5226109419099708,0.620225,1638.725
HW0399,普通,常规样本,18,2072,0.06311108403642898,0.20187793427230047,109.05263157894737
HW0400,低表现,常规样本,354,230,0.0013188602753550888,0.022321428571428572,0.647887323943662
HW0401,低表现,常规样本,134,267,0.008132557643690414,0.05622489959839357,1.9777777777777779
HW0402,中高表现,常规样本,259,2173,2.316631130063966,0.4733606557377049,8.357692307692307
HW0403,中高表现,常规样本,72,1322,0.40109223300970875,0.1934005499541705,18.10958904109589
HW0404,低表现,常规样本,18,204,0.05184243964421855,0.25308641975308643,10.736842105263158
HW0405,低表现,常规样本,11,300,0.02297618135865819,0.09225092250922509,25.0
HW0406,普通,常规样本,7,2836,0.02562318735826384,0.2934131736526946,354.5
HW0407,低表现,常规样本,135,416,0.0756638777737359,0.12637362637362637,3.0588235294117645
HW0408,低表现,常规样本,126,302,0.01502936199860655,0.2765957446808511,2.377952755905512
HW0409,低表现,常规样本,12,56,0.021934978456717588,0.05660377358490566,4.3076923076923075
HW0410,普通,常规样本,1,7218,0.028751588347998583,0.18416666666666667,3609.0
HW0411,中高表现,常规样本,212,11653,0.04970992236157325,0.31976476014760147,54.708920187793424
HW0412,中高表现,常规样本,18,8282,0.6342957800413571,0.5474617852424986,435.89473684210526
HW0413,普通,常规样本,15,93,0.02830188679245283,0.2077922077922078,5.8125
HW0414,低表现,常规样本,96,682,0.0034490954974637517,0.2593283582089552,7.030927835051546
HW0415,普通,常规样本,336,7810,0.03338876752269025,0.2795,23.17507418397626
HW0416,低表现,常规样本,10,23,0.0064606741573033704,0.21052631578947367,2.090909090909091
HW0417,超级爆款,常规样本,186,12814,4.93795761078998,0.5306785370548605,68.524064171123
HW0418,中高表现,常规样本,232,4946,0.39871019750100767,0.16490384615384615,21.2274678111588
HW0419,普通,常规样本,36,1946,0.013142787675766212,0.340956340956341,52.5945945945946
HW0420,爆款,常规样本,67,5188,2.8287895310796074,0.3343677269200931,76.29411764705883
HW0421,超级爆款,常规样本,287,38381,14.790366088631984,0.36546328859542093,133.26736111111111
HW0422,普通,常规样本,7,7156,0.07645707569848817,0.28454545454545455,894.5
HW0423,中高表现,常规样本,321,13861,5.8337542087542085,0.40263722784421957,43.046583850931675
HW0424,低表现,大账号低表现,17,216,0.0032480714575720666,0.14516129032258066,12.0
HW0425,超级爆款,常规样本,320,121637,0.6974878578842041,0.3456479430910677,378.93146417445485
HW0426,中高表现,常规样本,185,9822,0.06442261022418701,0.26137994000260856,52.806451612903224
HW0427,爆款,常规样本,360,10919,2.457020702070207,0.35820139328689043,30.246537396121884
HW0428,中高表现,常规样本,149,9959,1.8113859585303747,0.15945656060064356,66.39333333333333
HW0429,中高表现,常规样本,137,1586,0.10254752360015518,0.29328914664457334,11.492753623188406
HW0430,普通,常规样本,202,1556,0.012885061278569063,0.2866611433305717,7.665024630541872
HW0431,普通,常规样本,11,1656,0.014961917582963653,0.3360522022838499,138.0
HW0432,爆款,常规样本,251,20660,0.1395323706995529,0.23553268765133173,81.98412698412699
HW0433,普通,常规样本,158,3243,0.18905211612451905,0.2987012987012987,20.39622641509434
HW0434,普通,常规样本,9,799,0.18629051060853347,0.19578313253012047,79.9
HW0435,低表现,常规样本,175,26,0.0008212514608800025,0.08333333333333333,0.14772727272727273
HW0436,中高表现,常规样本,355,14693,5.662042389210019,0.2393841989511081,41.27247191011236
HW0437,普通,常规样本,72,1017,0.03097682068776461,0.23739237392373924,13.931506849315069
HW0438,普通,常规样本,196,244,0.07425441265976872,0.17560975609756097,1.2385786802030456
HW0439,普通,常规样本,12,129,0.09499263622974963,0.23076923076923078,9.923076923076923
HW0440,中高表现,常规样本,347,2322,0.5984536082474227,0.17562724014336917,6.672413793103448
HW0441,爆款,常规样本,19,6210,4.8936170212765955,0.6155857740585774,310.5
HW0442,中高表现,常规样本,212,12030,0.9266676937297796,0.2512793733681462,56.478873239436616
HW0443,低表现,常规样本,4,53,0.0030896583887140027,0.10416666666666667,10.6
HW0444,低表现,常规样本,364,17,0.010359536867763558,0.21428571428571427,0.04657534246575343
HW0445,中高表现,常规样本,319,1559,0.9011560693641618,0.36042402826855124,4.871875
HW0446,普通,常规样本,360,227,0.006785842401052254,0.22162162162162163,0.628808864265928
HW0447,普通,常规样本,10,599,0.03969516235917826,0.11797752808988764,54.45454545454545
HW0448,中高表现,常规样本,361,40717,0.2749922331933057,0.3359666666666667,112.47790055248619
HW0449,普通,常规样本,333,236,0.07556836375280179,0.2983425414364641,0.7065868263473054
HW0450,爆款,常规样本,113,128662,0.6929904880912626,0.5846625,1128.6140350877192
HW0451,爆款,常规样本,341,13337,7.8963883955002965,0.21855708099143095,38.99707602339181
HW0452,普通,常规样本,17,4965,0.01977717319864408,0.10665760869565218,275.8333333333333
HW0453,普通,常规样本,344,4308,0.018417261266037082,0.14162162162162162,12.486956521739131
HW0454,中高表现,常规样本,157,4106,0.22030260757592016,0.4731457800511509,25.9873417721519
HW0455,中高表现,常规样本,310,8177,0.4844481308134368,0.2671887235708692,26.292604501607716
HW0456,爆款,常规样本,214,21175,1.8207222699914016,0.4413158628380262,98.48837209302326
HW0457,低表现,常规样本,10,110,0.0006466023983070773,0.1978021978021978,10.0
HW0458,低表现,常规样本,73,93,0.007996560619088565,0.14814814814814814,1.2567567567567568
HW0459,普通,常规样本,339,3020,0.030968006562756358,0.14077483697736862,8.882352941176471
HW0460,超级爆款,常规样本,146,9089,6.692930780559647,0.3233372921615202,61.82993197278912
HW0461,中高表现,常规样本,239,1717,0.3122953801382321,0.5465221318879856,7.154166666666667
HW0462,普通,常规样本,21,41,0.03889943074003795,0.28125,1.8636363636363635
HW0463,超级爆款,新笔记速度特别快,1,15073,7.1267139479905435,0.6073473797947055,7536.5
HW0464,爆款,常规样本,8,21871,6.655812538040171,0.3951818241169942,2430.1111111111113
HW0465,低表现,常规样本,11,9,0.004416094210009814,0.125,0.75
HW0466,低表现,常规样本,70,291,0.0011208732796906236,0.22033898305084745,4.098591549295775
HW0467,普通,常规样本,263,101,0.09582542694497154,0.09782608695652174,0.38257575757575757
HW0468,普通,常规样本,4,1926,0.5843446601941747,0.2638888888888889,385.2
HW0469,普通,常规样本,7,358,0.005383377693568518,0.17549668874172186,44.75
HW0470,低表现,常规样本,300,325,0.0018881078254807413,0.22900763358778625,1.079734219269103
HW0471,普通,常规样本,11,3583,0.014283322437134247,0.08233853688399143,298.5833333333333
HW0472,普通,常规样本,171,797,0.005382734726405792,0.3227953410981697,4.633720930232558
HW0473,超级爆款,常规样本,142,55185,1.779300338545865,0.5226513392604337,385.90909090909093
HW0474,低表现,常规样本,297,263,0.0011089840356898893,0.14035087719298245,0.8825503355704698
HW0475,爆款,常规样本,204,98552,1.0486040177051412,0.5627170484595533,480.74146341463415
HW0476,中高表现,常规样本,246,36705,0.31180977946923105,0.20183333333333334,148.60323886639677
HW0477,中高表现,常规样本,60,11308,5.346572104018913,0.408429503261415,185.37704918032787
HW0478,低表现,常规样本,320,395,0.002590809513190172,0.07671232876712329,1.2305295950155763
HW0479,普通,常规样本,186,3081,0.11059262715818946,0.1452513966480447,16.475935828877006
HW0480,普通,常规样本,170,1553,0.06854696327683615,0.32299741602067183,9.08187134502924
HW0481,低表现,常规样本,122,29,0.0052746453255729355,0.20833333333333334,0.23577235772357724
HW0482,普通,常规样本,20,417,0.08747640025173065,0.2682926829268293,19.857142857142858
HW0483,普通,常规样本,148,2122,1.7071600965406275,0.10881104033970276,14.241610738255034
HW0484,普通,常规样本,207,486,0.02833158447009444,0.08558558558558559,2.3365384615384617
HW0485,普通,常规样本,105,67,0.03966844286560095,0.32,0.6320754716981132
HW0486,超级爆款,常规样本,44,9702,3.048067860508954,0.3950725912890453,215.6
HW0487,中高表现,常规样本,250,13087,0.0760297449602045,0.1983021131309403,52.1394422310757
HW0488,中高表现,常规样本,194,18895,0.8959222380275011,0.36355627340136554,96.8974358974359
HW0489,中高表现,常规样本,346,8789,0.4373942470389171,0.16330348790592009,25.328530259365994
HW0490,中高表现,常规样本,129,30439,0.31834297248397253,0.47674022115056747,234.14615384615385
HW0491,超级爆款,常规样本,278,60891,23.464739884393065,0.34593888037501125,218.247311827957
HW0492,爆款,常规样本,6,31331,9.505764563106796,0.43688193509447976,4475.857142857143
HW0493,中高表现,常规样本,45,5026,1.295360824742268,0.5004563431700639,109.26086956521739
HW0494,中高表现,常规样本,208,5314,0.2711777913859971,0.2727272727272727,25.425837320574164
HW0495,普通,常规样本,21,632,0.20236951649055396,0.22941176470588234,28.727272727272727
HW0496,低表现,常规样本,16,204,0.05730337078651685,0.0967741935483871,12.0
HW0497,普通,常规样本,132,4506,0.019000312033530954,0.19282868525896416,33.8796992481203
HW0498,爆款,常规样本,336,59608,3.5314888322767937,0.4352128046562386,176.87833827893175
HW0499,爆款,常规样本,21,109038,0.4343330133401315,0.3421375,4956.272727272727
HW0500,爆款,常规样本,14,13118,4.121269242852655,0.4631069054860876,874.5333333333333
